序号,介绍,网址,楼层,户型,小区,面积,时间,总价,单价,县区
1.05102E+11,坪山2字头 精装两房 不用名-额的70年产权 配套齐权,https://sz.lianjia.com/ershoufang/105101548816.html,中楼层(共18层),2室1厅,坪山首座 ,67.03平米,2014年建塔楼  -  ,175,26108,坪山
1.05102E+11,六和城商务公寓 办公佳选 交通便利,https://sz.lianjia.com/ershoufang/105101568423.html,中楼层(共35层),1室0厅,六和城 ,46.69平米,2016年建塔楼  -  ,135,28915,坪山
1.05102E+11,东津名座精装一房户型方正 看房方便,https://sz.lianjia.com/ershoufang/105101655741.html,中楼层(共14层),1室1厅,东津名座 ,48.42平米,2010年建塔楼  -  ,105,21686,坪山
1.05102E+11,东津名座一房精装修 户型方正看房方便,https://sz.lianjia.com/ershoufang/105101655885.html,中楼层(共14层),1室1厅,东津名座 ,48平米,2010年建塔楼  -  ,95,19792,坪山
1.05102E+11,小房子也有大风景。小户型，大生活。,https://sz.lianjia.com/ershoufang/105102009079.html,高楼层(共8层),1室0厅,启兴生活区 ,34.57平米,2007年建板楼  -  ,90,26035,坪山
1.05102E+11,坑梓精装一房一厅，总价低，花园小区,https://sz.lianjia.com/ershoufang/105102141574.html,低楼层(共19层),1室1厅,金田风华苑 ,52平米,2008年建塔楼  -  ,98,18847,坪山
1.05102E+11,中粮一品澜山花园 4室2厅 225万,https://sz.lianjia.com/ershoufang/105102454041.html,高楼层(共32层),4室2厅,中粮一品澜山花园 ,82.47平米,2013年建板塔结合  -  ,225,27283,坪山
1.05103E+11,燕子岭的大两房价格低您值得拥有,https://sz.lianjia.com/ershoufang/105102505356.html,低楼层(共25层),2室2厅,豪方菁园 ,50.98平米,2012年建板塔结合  -  ,195,38251,坪山
1.05101E+11,万科金域缇香 2室2厅 295万,https://sz.lianjia.com/ershoufang/105100772388.html,高楼层(共34层),2室2厅,万科金域缇香 ,74.51平米,2013年建板塔结合  -  ,295,39593,坪山
1.05101E+11,双公园物业； 实验物业；。。。；,https://sz.lianjia.com/ershoufang/105101158396.html,中楼层(共8层),1室0厅,盈富家园 ,38.5平米,2006年建板塔结合  -  ,100,25975,坪山
1.05101E+11,首付30万；月供3500元；单身宿舍；即买即住,https://sz.lianjia.com/ershoufang/105101259147.html,高楼层(共8层),1室0厅,八克拉 ,34.67平米,2007年建板塔结合  -  ,65,18749,坪山
1.05101E+11,东津名座，业主自租，诚心出售！,https://sz.lianjia.com/ershoufang/105101337238.html,中楼层(共16层),2室2厅,东津名座 ,88.35平米,2010年建塔楼  -  ,182,20600,坪山
1.05102E+11,京基御景印象二期 1室0厅 130万,https://sz.lianjia.com/ershoufang/105101657860.html,高楼层(共33层),1室0厅,京基御景印象二期 ,32.8平米,2015年建板塔结合  -  ,130,39635,坪山
1.05102E+11,盈富家园，精装修大单间，正宗红本商品房，诚心出售,https://sz.lianjia.com/ershoufang/105101858388.html,低楼层(共9层),1室0厅,盈富家园 ,38.73平米,2006年建板塔结合  -  ,87,22464,坪山
1.05102E+11,首付40万，上车深圳，绿化优美大社区,https://sz.lianjia.com/ershoufang/105102171731.html,低楼层(共33层),1室1厅,深业御园 ,40.64平米,2012年建板楼  -  ,125,30758,坪山
1.05102E+11,燕子湖片区小户型总价低优质房源,https://sz.lianjia.com/ershoufang/105102321146.html,低楼层(共25层),2室2厅,豪方菁园 ,48平米,2012年建板塔结合  -  ,190,39584,坪山
1.05102E+11,盈富家园一房一厅 税费少 业主诚心出售,https://sz.lianjia.com/ershoufang/105102355760.html,高楼层(共9层),1室1厅,盈富家园 ,42.31平米,2006年建板塔结合  -  ,97.7,23092,坪山
1.05102E+11,中粮一品澜山花园  业主自住装修 看房很方便,https://sz.lianjia.com/ershoufang/105102388330.html,中楼层(共7层),3室2厅,中粮一品澜山花园 ,87.58平米,2013年建板塔结合  -  ,260,29688,坪山
1.05102E+11,金地物业大社区，体育馆旁精装两房，仅售260万,https://sz.lianjia.com/ershoufang/105102429503.html,低楼层(共33层),2室1厅,金地朗悦 ,75平米,2014年建板楼  -  ,260,34667,坪山
1.05103E+11,京基御景印象四期 3室2厅 348万,https://sz.lianjia.com/ershoufang/105102678580.html,高楼层(共33层),3室2厅,京基御景印象四期 ,88.3平米,2016年建板塔结合  -  ,348,39412,坪山
1.05103E+11,深业东城国际 3室2厅 281万,https://sz.lianjia.com/ershoufang/105102730486.html,中楼层(共33层),3室2厅,深业东城国际 ,80.96平米,2013年建塔楼  -  ,281,34709,坪山
1.05102E+11,京基御景印象一期  景观视野好 满两年诚售,https://sz.lianjia.com/ershoufang/105101990676.html,中楼层(共31层),3室2厅,京基御景印象一期 ,89.51平米,2015年建板塔结合  -  ,335,37426,坪山
1.05102E+11,此房源满两年，侧出阳台，视野开阔，中间楼层。,https://sz.lianjia.com/ershoufang/105102383693.html,中楼层(共33层),3室2厅,京基御景印象一期 ,77.37平米,2015年建板塔结合  -  ,295,38129,坪山
1.05103E+11,京基御景印象一期 3室2厅 310万,https://sz.lianjia.com/ershoufang/105102617173.html,低楼层(共33层),3室2厅,京基御景印象一期 ,77.42平米,2015年建板塔结合  -  ,310,40042,坪山
1.05101E+11,好房好房好房！就在坪山首座，看房方便,https://sz.lianjia.com/ershoufang/105101454319.html,高楼层(共18层),1室1厅,坪山首座 ,45.88平米,塔楼  -  ,95,20707,坪山
1.05102E+11,坪山精装大两房，户型方正高楼层视野开阔，地铁次新房,https://sz.lianjia.com/ershoufang/105101526800.html,高楼层(共33层),2室2厅,金地朗悦 ,74.53平米,2014年建板楼  -  ,259,34752,坪山
1.05102E+11,深业东城国际 满二业主急卖 75平三房带300米露台,https://sz.lianjia.com/ershoufang/105101609033.html,低楼层(共24层),3室1厅,深业东城国际 ,75.37平米,2013年建塔楼  -  ,298,39539,坪山
1.05102E+11,坪山燕子岭公园；单身宿舍；首付30万；精装拎包入住,https://sz.lianjia.com/ershoufang/105101680696.html,中楼层(共8层),1室0厅,启兴生活区 ,36.28平米,2007年建板楼  -  ,65,17917,坪山
1.05102E+11,坪山首座 朝南采光好，户型方正，交通便利，配套齐全,https://sz.lianjia.com/ershoufang/105101723205.html,低楼层(共16层),2室1厅,坪山首座 ,69.13平米,2015年建板塔结合  -  ,170,24592,坪山
1.05102E+11,坪山坑梓实用户型，小面积，精装修，压力小,https://sz.lianjia.com/ershoufang/105101869655.html,高楼层(共33层),1室0厅,深业御园 ,40.58平米,2012年建板楼  -  ,113,27847,坪山
1.05102E+11,坪山首座 朝南采光好，户型方正，交通便利，配套齐全,https://sz.lianjia.com/ershoufang/105101912575.html,中楼层(共16层),2室1厅,坪山首座 ,69.52平米,2015年建板塔结合  -  ,180,25892,坪山
1.05102E+11,坪山招商花园城北区 2室1厅 282万,https://sz.lianjia.com/ershoufang/105102036095.html,高楼层(共33层),2室1厅,坪山招商花园城北区 ,76.15平米,2015年建板塔结合  -  ,282,37033,坪山
1.05102E+11,祥祺滨河名苑精装修实惠两房，居住舒适，价格美丽,https://sz.lianjia.com/ershoufang/105102185872.html,中楼层(共32层),2室1厅,祥祺滨河名苑 ,65.74平米,2015年建板塔结合  -  ,245,37269,坪山
1.05102E+11,深业东城上邸 2室1厅 249万,https://sz.lianjia.com/ershoufang/105102390146.html,低楼层(共31层),2室1厅,深业东城上邸 ,75平米,2009年建塔楼  -  ,249,33200,坪山
1.05101E+11,物业京基二期朝南大两房，好房！,https://sz.lianjia.com/ershoufang/105101494982.html,低楼层(共33层),2室2厅,京基御景印象二期 ,84.21平米,2015年建板塔结合  -  ,280,33251,坪山
1.05102E+11,京基御景印象二期 2室2厅 270万,https://sz.lianjia.com/ershoufang/105101548777.html,低楼层(共29层),2室2厅,京基御景印象二期 ,80.22平米,2015年建板塔结合  -  ,270,33658,坪山
1.05102E+11,六和城商务公寓 办公佳选 楼下益田广场 14 16接驳,https://sz.lianjia.com/ershoufang/105101568317.html,低楼层(共35层),0室1厅,六和城 ,59.76平米,2016年建塔楼  -  ,170,28448,坪山
1.05102E+11,万科金域东郡 2室1厅 265万,https://sz.lianjia.com/ershoufang/105101568363.html,中楼层(共16层),2室1厅,万科金域东郡 ,64.13平米,2008年建塔楼  -  ,265,41323,坪山
1.05102E+11,满2年，京基精装两房，楼下就是大润发，看房方便,https://sz.lianjia.com/ershoufang/105101675882.html,低楼层(共33层),2室2厅,京基御景印象二期 ,84.21平米,2015年建板塔结合  -  ,300,35626,坪山
1.05102E+11,大东城二期，离高铁站近，交通便利,https://sz.lianjia.com/ershoufang/105101750554.html,高楼层(共33层),4室2厅,大东城二期 ,84.64平米,2012年建板塔结合  -  ,460,54348,坪山
1.05102E+11,启兴生活区 1室0厅 65万,https://sz.lianjia.com/ershoufang/105101778626.html,中楼层(共8层),1室0厅,启兴生活区 ,36.11平米,2007年建板楼  -  ,65,18001,坪山
1.05102E+11,"深圳上车盘一房，总价低,税费少",https://sz.lianjia.com/ershoufang/105101829350.html,高楼层(共9层),1室0厅,盈富家园 ,39.92平米,2006年建板塔结合  -  ,99,24800,坪山
1.05102E+11,70年产权公寓，旁边14号坑梓你站目前在建,https://sz.lianjia.com/ershoufang/105101836594.html,高楼层(共12层),2室2厅,金田风华苑 ,73.6平米,2008年建塔楼  -  ,155,21060,坪山
1.05102E+11,坪山区  八克拉 单身宿舍 诚心出售,https://sz.lianjia.com/ershoufang/105101842520.html,中楼层(共8层),1室1厅,八克拉 ,36.28平米,2007年建板塔结合  -  ,75,20673,坪山
1.05102E+11,总价低，税费少精装两房改造三房使用的刚需房,https://sz.lianjia.com/ershoufang/105101920431.html,高楼层(共11层),2室1厅,金田风华苑 ,75.47平米,2008年建塔楼  -  ,205,27164,坪山
1.05102E+11,满五优质房，温馨两房，楼层好。,https://sz.lianjia.com/ershoufang/105101971492.html,中楼层(共28层),2室2厅,万科金域缇香 ,74.13平米,2013年建板塔结合  -  ,300,40470,坪山
1.05102E+11,盈富家园大单间，通透户型，采光好,https://sz.lianjia.com/ershoufang/105102111196.html,高楼层(共9层),1室1厅,盈富家园 ,38.3平米,2006年建板塔结合  -  ,90,23499,坪山
1.05102E+11,首付90万买坪山金地物业，瞭望马峦山脉；品质大社区,https://sz.lianjia.com/ershoufang/105102117713.html,高楼层(共33层),3室2厅,金地朗悦 ,89平米,2014年建板楼  -  ,320,35956,坪山
1.05102E+11,坪山刚需两房，正南朝向，看小区花园采光通风效果好，,https://sz.lianjia.com/ershoufang/105102129119.html,低楼层(共33层),2室2厅,京基御景印象二期 ,84.21平米,2015年建板塔结合  -  ,310,36813,坪山
1.05102E+11,78平精装2房，楼下大润发，背靠坪山河,https://sz.lianjia.com/ershoufang/105102137139.html,低楼层(共29层),2室1厅,京基御景印象二期 ,78平米,2015年建板塔结合  -  ,400,51283,坪山
1.05102E+11,京基二期精装两房  客厅出阳台  高层视野开阔,https://sz.lianjia.com/ershoufang/105102143246.html,高楼层(共33层),2室1厅,京基御景印象二期 ,60.98平米,2015年建板塔结合  -  ,245,40178,坪山
1.05102E+11,坪山刚需小户型 朝南看马峦山郊野公园，视野无遮挡,https://sz.lianjia.com/ershoufang/105102143263.html,低楼层(共33层),2室1厅,京基御景印象二期 ,60.81平米,2015年建板塔结合  -  ,245,40290,坪山
1.05102E+11,盈富家园单房 满两年 中间楼层 采光好,https://sz.lianjia.com/ershoufang/105102214901.html,中楼层(共9层),1室1厅,盈富家园 ,41.56平米,2006年建板塔结合  -  ,96,23100,坪山
1.05102E+11,精装两房 满两年欠款少，业主自住，自住装修标准,https://sz.lianjia.com/ershoufang/105102229690.html,低楼层(共29层),2室2厅,京基御景印象二期 ,78平米,2015年建板塔结合  -  ,280,35898,坪山
1.05102E+11,盈富家园 满2年 房税费少业主诚心出售,https://sz.lianjia.com/ershoufang/105102258991.html,高楼层(共8层),1室0厅,盈富家园 ,39.97平米,2006年建板塔结合  -  ,90,22517,坪山
1.05102E+11,京基品牌物业 80平大两房 满2年 高层视野开阔,https://sz.lianjia.com/ershoufang/105102266706.html,高楼层(共29层),2室2厅,京基御景印象二期 ,80.22平米,2015年建板塔结合  -  ,285,35528,坪山
1.05102E+11,标准3房  低密度  央企品质好绿化面积大,https://sz.lianjia.com/ershoufang/105102294775.html,中楼层(共32层),3室2厅,中粮一品澜山花园 ,80.8平米,2013年建板塔结合  -  ,240,29703,坪山
1.05102E+11,房子精装修两房 拎包入住 业主诚心放卖,https://sz.lianjia.com/ershoufang/105102306609.html,低楼层(共32层),2室2厅,中粮一品澜山花园 ,68.98平米,2013年建板塔结合  -  ,207,30009,坪山
1.05102E+11,豪方菁园 户型方正 采光通风好 业主诚心出售,https://sz.lianjia.com/ershoufang/105102329497.html,中楼层(共25层),3室1厅,豪方菁园 ,48.18平米,2012年建板塔结合  -  ,198,41096,坪山
1.05102E+11,盈富家园 精装大单间 采光好 价格优惠,https://sz.lianjia.com/ershoufang/105102341129.html,高楼层(共9层),1室0厅,盈富家园 ,41.34平米,2006年建板塔结合  -  ,95,22981,坪山
1.05102E+11,中粮世家 户型方正 中高楼层  满两年 视野好,https://sz.lianjia.com/ershoufang/105102399577.html,中楼层(共32层),3室2厅,中粮一品澜山花园 ,82.47平米,2013年建板塔结合  -  ,235,28496,坪山
1.05102E+11,诚心出售，实在，看房方便！看得放心低价出售,https://sz.lianjia.com/ershoufang/105102460195.html,低楼层(共10层),1室1厅,龙光玖云著 ,43.48平米,板塔结合  -  ,170,39099,坪山
1.05102E+11,京基御景印象二期 2室2厅 265万,https://sz.lianjia.com/ershoufang/105102468164.html,高楼层(共29层),2室2厅,京基御景印象二期 ,80.22平米,2015年建板塔结合  -  ,265,33035,坪山
1.05102E+11,京基御景印象二期 2室2厅 280万,https://sz.lianjia.com/ershoufang/105102474357.html,高楼层(共29层),2室2厅,京基御景印象二期 ,79.37平米,2015年建板塔结合  -  ,280,35278,坪山
1.05103E+11,京基御景印象二期 1室1厅 180万,https://sz.lianjia.com/ershoufang/105102537092.html,高楼层(共33层),1室1厅,京基御景印象二期 ,45.42平米,2015年建板塔结合  -  ,180,39631,坪山
1.05103E+11,金地出品，住家精装，保养好即买即住，高层视野开阔,https://sz.lianjia.com/ershoufang/105102563486.html,高楼层(共32层),3室2厅,金地朗悦 ,89.84平米,2014年建塔楼  -  ,280,31167,坪山
1.05102E+11,龙光玖云著 1室0厅 145万,https://sz.lianjia.com/ershoufang/105101623732.html,低楼层(共22层),1室0厅,龙光玖云著 ,37.43平米,2017年建板塔结合  -  ,145,38739,坪山
1.05102E+11,丹梓龙庭 3室2厅 230万,https://sz.lianjia.com/ershoufang/105102361473.html,中楼层(共28层),3室2厅,丹梓龙庭 ,88.01平米,2014年建板楼  -  ,230,26134,坪山
1.05102E+11,八克拉 花园社区大 社区环境好,https://sz.lianjia.com/ershoufang/105101858401.html,中楼层(共8层),1室0厅,八克拉 ,36.11平米,2007年建板塔结合  -  ,68,18832,坪山
1.05102E+11,龙光玖云著 2室1厅 165万,https://sz.lianjia.com/ershoufang/105101626829.html,中楼层(共22层),2室1厅,龙光玖云著 ,51.91平米,2017年建板塔结合  -  ,165,31786,坪山
1.05102E+11,龙光玖云著 3室2厅 200万,https://sz.lianjia.com/ershoufang/105101813925.html,中楼层(共22层),3室2厅,龙光玖云著 ,50.87平米,2017年建板塔结合  -  ,200,39316,坪山
1.05102E+11,龙光玖云著 1室1厅 180万,https://sz.lianjia.com/ershoufang/105101897633.html,高楼层(共10层),1室1厅,龙光玖云著 ,51平米,2017年建板塔结合  -  ,180,35295,坪山
1.05102E+11,龙光玖云著毛坯房，面积大，可以做三房,https://sz.lianjia.com/ershoufang/105102277746.html,高楼层(共10层),1室1厅,龙光玖云著 ,62平米,2017年建板塔结合  -  ,180,29033,坪山
1.05102E+11,龙光玖云著~复式小公寓~毛坯~业主诚心出售,https://sz.lianjia.com/ershoufang/105102355871.html,中楼层(共10层),2室1厅,龙光玖云著 ,51平米,2017年建板塔结合  -  ,150,29412,坪山
1.05102E+11,八克拉 满二年  户型好、通风采光,https://sz.lianjia.com/ershoufang/105102393852.html,低楼层(共8层),1室1厅,八克拉 ,43.36平米,2007年建板塔结合  -  ,54,12454,坪山
1.05102E+11,龙光玖云著两房  业主诚心出售 价格仅售180万,https://sz.lianjia.com/ershoufang/105102433929.html,低楼层(共22层),2室1厅,龙光玖云著 ,51.91平米,2017年建板塔结合  -  ,180,34676,坪山
1.05102E+11,诚心出售，实在，看房方便！看得放心,https://sz.lianjia.com/ershoufang/105102449432.html,高楼层(共22层),2室1厅,龙光玖云著 ,37.42平米,2017年建板塔结合  -  ,101,26991,坪山
1.05102E+11,精装修，通燃气带阳台统一空调，即买即住,https://sz.lianjia.com/ershoufang/105102452464.html,中楼层(共10层),1室1厅,龙光玖云著 ,43.48平米,板塔结合  -  ,146,33579,坪山
1.05103E+11,龙光玖云著 2室1厅 155万,https://sz.lianjia.com/ershoufang/105102524173.html,中楼层(共22层),2室1厅,龙光玖云著 ,51.91平米,2017年建板塔结合  -  ,155,29860,坪山
1.05102E+11,满两年户型好，业主诚心卖，价格便宜 。,https://sz.lianjia.com/ershoufang/105101858387.html,高楼层(共9层),1室1厅,盈富家园 ,57.03平米,2006年建板塔结合  -  ,150,26302,坪山
1.05102E+11,盈富家园 总价低税费少，业主诚心卖，价格便宜,https://sz.lianjia.com/ershoufang/105101910124.html,中楼层(共9层),1室1厅,盈富家园 ,58.26平米,2006年建板塔结合  -  ,140,24031,坪山
1.05102E+11,深业东城上邸 复式房 精装修拎包入住！实用四房！！,https://sz.lianjia.com/ershoufang/105101998916.html,低楼层(共31层),4室2厅,深业东城上邸 ,88.37平米,2009年建塔楼  -  ,315,35646,坪山
1.05102E+11,丹梓龙庭 3室2厅 180万,https://sz.lianjia.com/ershoufang/105102266588.html,中楼层(共28层),3室2厅,丹梓龙庭 ,88.77平米,2014年建板楼  -  ,180,20278,坪山
1.05102E+11,丹梓龙庭 2室2厅 160万,https://sz.lianjia.com/ershoufang/105102266611.html,中楼层(共28层),2室2厅,丹梓龙庭 ,69.79平米,2014年建板楼  -  ,160,22926,坪山
1.05103E+11,龙光玖云著 1室1厅 120万,https://sz.lianjia.com/ershoufang/105102586882.html,中楼层(共10层),1室1厅,龙光玖云著 ,36.83平米,板塔结合  -  ,120,32583,坪山
1.05103E+11,标准一房，总价低，交通方便，配套齐,https://sz.lianjia.com/ershoufang/105102633517.html,低楼层(共9层),1室1厅,盈富家园 ,41.56平米,2006年建板塔结合  -  ,110,26468,坪山
1.05103E+11,万科金域提香舒适3房高楼层采光通风好.......,https://sz.lianjia.com/ershoufang/105102639223.html,高楼层(共33层),3室2厅,万科金域缇香二期 ,75平米,2015年建板塔结合  -  ,320,42667,坪山
1.05102E+11,力高看花园精装四房 还未住过人 可直接入住,https://sz.lianjia.com/ershoufang/105102338056.html,中楼层(共35层),4室2厅,力高君御国际 ,87.9平米,2016年建板塔结合  -  ,350,39818,坪山
1.05102E+11,金田风华苑通透四房，诚心出售，随时可看,https://sz.lianjia.com/ershoufang/105102451703.html,低楼层(共15层),4室1厅,金田风华苑 ,140.03平米,2008年建塔楼  -  ,345,24638,坪山
1.05102E+11,东南朝向，高楼层，少有户型，户型方正,https://sz.lianjia.com/ershoufang/105101850652.html,高楼层(共33层),4室2厅,大东城二期 ,115.1平米,2014年建板塔结合  -  ,460,39966,坪山
1.05102E+11,百万大盘，成熟商圈，全新毛坯房,https://sz.lianjia.com/ershoufang/105102271966.html,中楼层(共32层),3室2厅,心海城 ,94.04平米,塔楼  -  ,330,35092,坪山
1.05103E+11,深业东城上邸 3室2厅 350万,https://sz.lianjia.com/ershoufang/105102594639.html,低楼层(共31层),3室2厅,深业东城上邸 ,88.09平米,2009年建塔楼  -  ,350,39733,坪山
1.05103E+11,深业东城上邸 4室2厅 340万,https://sz.lianjia.com/ershoufang/105102645753.html,高楼层(共31层),4室2厅,深业东城上邸 ,88.64平米,2009年建塔楼  -  ,340,38358,坪山
1.05103E+11,坪山高铁  东南向看别墅花园 欠款少 中间楼层,https://sz.lianjia.com/ershoufang/105102645874.html,中楼层(共31层),3室2厅,大东城二期 ,77.29平米,2014年建板塔结合  -  ,325,42050,坪山
1.05103E+11,金地朗悦 4室2厅 420万,https://sz.lianjia.com/ershoufang/105102646232.html,中楼层(共33层),4室2厅,金地朗悦 ,127.34平米,2014年建塔楼  -  ,420,32983,坪山
1.05102E+11,坪山深业东城上邸，朝南复式户型佳，使用面积大,https://sz.lianjia.com/ershoufang/105102121005.html,低楼层(共31层),4室2厅,深业东城上邸 ,88.64平米,2009年建塔楼  -  ,365,41178,坪山
1.05103E+11,深业东城上邸 4室2厅 380万,https://sz.lianjia.com/ershoufang/105102529028.html,低楼层(共31层),4室2厅,深业东城上邸 ,89平米,2009年建塔楼  -  ,380,42697,坪山
1.05102E+11,坪山六和城；商务公寓；首付5成；办公,https://sz.lianjia.com/ershoufang/105101854275.html,中楼层(共35层),1室1厅,六和城 ,46.69平米,2016年建塔楼  -  ,93,19919,坪山
1.05102E+11,盈富家园生活配套齐全 业主诚心出售,https://sz.lianjia.com/ershoufang/105101858386.html,中楼层(共9层),1室0厅,盈富家园 ,38.5平米,2006年建板塔结合  -  ,81,21039,坪山
1.05102E+11,中粮一品澜山花园大四房，户型方正，采光好,https://sz.lianjia.com/ershoufang/105102003335.html,高楼层(共32层),4室2厅,中粮一品澜山花园 ,132平米,2013年建板塔结合  -  ,330,25000,坪山
1.05102E+11,房子满两年，总价低户型方正坪山商圈旺区坪山围站,https://sz.lianjia.com/ershoufang/105102020962.html,中楼层(共29层),2室2厅,六和城 ,73.79平米,2016年建塔楼  -  ,260,35236,坪山
1.05102E+11,万科金域缇香 4室2厅 400万,https://sz.lianjia.com/ershoufang/105101568368.html,低楼层(共33层),4室2厅,万科金域缇香 ,89.46平米,2013年建板塔结合  -  ,400,44713,坪山
1.05102E+11,坪山区天虹楼上的房子，教育，出行，生活便利。,https://sz.lianjia.com/ershoufang/105102361699.html,高楼层(共33层),3室2厅,深业东城国际 ,80.96平米,2013年建塔楼  -  ,280,34585,坪山
1.05103E+11,坪山首座 东南向两房 环境绿化好 很安静 交通方便,https://sz.lianjia.com/ershoufang/105102529087.html,中楼层(共18层),2室2厅,坪山首座 ,67.03平米,塔楼  -  ,150,22379,坪山
1.05103E+11,天峦湖二期 3室2厅 340万,https://sz.lianjia.com/ershoufang/105102598386.html,中楼层(共32层),3室2厅,天峦湖二期 ,87平米,塔楼  -  ,340,39081,坪山
1.05103E+11,深业东城上邸 3室2厅 290万,https://sz.lianjia.com/ershoufang/105102661655.html,低楼层(共16层),3室2厅,深业东城上邸 ,89平米,2009年建塔楼  -  ,290,32585,坪山
1.05102E+11,金地朗悦 标准三房，毛坯可根据自己喜欢风格进行设计,https://sz.lianjia.com/ershoufang/105101682409.html,中楼层(共33层),3室2厅,金地朗悦 ,89.03平米,2014年建板楼  -  ,260,29204,坪山
1.05101E+11,坪山首座，70年产权，正2房户型，南向,https://sz.lianjia.com/ershoufang/105101322945.html,低楼层(共16层),2室1厅,坪山首座 ,69.5平米,2015年建板塔结合  -  ,135,19425,坪山
1.05101E+11,坪山首座70年产权公寓 3房带大阳台 通燃气 安静舒适,https://sz.lianjia.com/ershoufang/105100935796.html,高楼层(共16层),3室2厅,坪山首座 ,85.77平米,2015年建板塔结合  -  ,175,20404,坪山
1.05101E+11,70年产权公寓；业主换房诚心出售，目前自主，南向,https://sz.lianjia.com/ershoufang/105101173429.html,低楼层(共18层),2室1厅,坪山首座 ,67.03平米,塔楼  -  ,200,29838,坪山
1.05102E+11,京基御景印象四期大4房 户型方正 朝南 光线好,https://sz.lianjia.com/ershoufang/105101548752.html,低楼层(共33层),4室2厅,京基御景印象四期 ,88.17平米,2016年建板塔结合  -  ,330,37428,坪山
1.05102E+11,东城国际、朝南三房满二税少、业主诚心出售,https://sz.lianjia.com/ershoufang/105101683744.html,中楼层(共33层),3室1厅,深业东城国际 ,75.41平米,2013年建塔楼  -  ,265,35142,坪山
1.05102E+11,坪山东津名座63平精装公寓出售产权50年通燃气,https://sz.lianjia.com/ershoufang/105101770987.html,高楼层(共16层),2室1厅,东津名座 ,63.83平米,2010年建塔楼  -  ,128,20054,坪山
1.05103E+11,100平三房  看花园 不吵不闹,https://sz.lianjia.com/ershoufang/105102581346.html,低楼层(共29层),3室2厅,京基御景印象二期 ,100.4平米,2015年建板塔结合  -  ,340,33865,坪山
1.05101E+11,京基御景印象四期 户型方正，满两年，精装拎包入住,https://sz.lianjia.com/ershoufang/105101222017.html,高楼层(共33层),4室2厅,京基御景印象四期 ,88.25平米,2016年建板塔结合  -  ,320,36261,坪山
1.05102E+11,精致大四房，享受和谐自然生活。,https://sz.lianjia.com/ershoufang/105101593673.html,低楼层(共23层),4室2厅,万科金域东郡 ,105.21平米,2009年建塔楼  -  ,360,34218,坪山
1.05102E+11,坪山首座 两房一卫 出售 170万,https://sz.lianjia.com/ershoufang/105101943556.html,中楼层(共16层),2室2厅,坪山首座 ,69.52平米,2015年建板塔结合  -  ,170,24454,坪山
1.05101E+11,坪山深业东城国际 大3房 楼层高 采光足,https://sz.lianjia.com/ershoufang/105101093279.html,高楼层(共24层),3室2厅,深业东城国际 ,88.59平米,2012年建塔楼  -  ,355,40073,坪山
1.05102E+11,京基御景印象三期 4室2厅 350万,https://sz.lianjia.com/ershoufang/105101548788.html,高楼层(共32层),4室2厅,京基御景印象三期 ,88.79平米,板塔结合  -  ,350,39419,坪山
1.05101E+11,大东城 复式四房 158平 满五年 税费少 精装修,https://sz.lianjia.com/ershoufang/105101473382.html,低楼层(共6层),4室2厅,大东城二期 ,158.73平米,2014年建板塔结合  -  ,850,53551,坪山
1.05102E+11,京基御景印象 精致一房 业主诚心出售物业精装修,https://sz.lianjia.com/ershoufang/105101823036.html,高楼层(共33层),1室1厅,京基御景印象二期 ,32.8平米,2015年建板塔结合  -  ,150,45732,坪山
1.05102E+11,大东城，复式四房，满五唯一税费低，精装修,https://sz.lianjia.com/ershoufang/105102189196.html,中楼层(共32层),4室2厅,大东城二期 ,85.84平米,2014年建板塔结合  -  ,430,50094,坪山
1.05102E+11,豪方菁园 2室2厅 200万,https://sz.lianjia.com/ershoufang/105102174638.html,高楼层(共25层),2室2厅,豪方菁园 ,44.15平米,2012年建板塔结合  -  ,200,45301,坪山
1.05103E+11,京基四期毛坯笋盘推荐.......,https://sz.lianjia.com/ershoufang/105102542729.html,高楼层(共33层),3室2厅,京基御景印象四期 ,89平米,2016年建板塔结合  -  ,315,35394,坪山
1.05102E+11,此房满两年 三房两厅 小区宁静 带精装修,https://sz.lianjia.com/ershoufang/105102139127.html,高楼层(共32层),3室2厅,深业东城上邸 ,87.36平米,2009年建塔楼  -  ,318,36402,坪山
1.05102E+11,心海城 4室2厅 340万,https://sz.lianjia.com/ershoufang/105102260199.html,高楼层(共32层),4室2厅,心海城 ,99.39平米,板塔结合  -  ,340,34209,坪山
1.05103E+11,深业东城国际 4室2厅 460万,https://sz.lianjia.com/ershoufang/105102501456.html,高楼层(共33层),4室2厅,深业东城国际 ,137.37平米,2012年建塔楼  -  ,460,33487,坪山
1.05102E+11,深业开发；深业物业实用型4房，朝南看聚龙山，总价低,https://sz.lianjia.com/ershoufang/105101548724.html,低楼层(共18层),4室2厅,深业御园 ,87平米,2012年建板塔结合  -  ,245,28161,坪山
1.05102E+11,实验旁复式，红本在手，实用面积大，看房方便,https://sz.lianjia.com/ershoufang/105102420070.html,高楼层(共29层),6室2厅,大东城二期 ,71.96平米,2014年建板塔结合  -  ,339,47110,坪山
1.05102E+11,力高花园大4房，大门前面是天虹，看房有钥匙,https://sz.lianjia.com/ershoufang/105101568522.html,中楼层(共35层),4室2厅,力高君御国际 ,88.72平米,2016年建板塔结合  -  ,345,38887,坪山
